state_name,state,state_fips,year,Population,Employment,Unemployment,Unemploymentrate,MarginallyFoodInsecure,FoodInsecure,VeryLowFoodSecure,GrossStateProduct,Numberoflowincomeuninsuredc,PercentLowIncomeUnisuredChil,Personalincome,Workerscompensation,AFDCTANFRecipients,AFDCTANFCaseloads,FoodStampSNAPRecipients,FoodStampSNAPCaseloads,AFDCTANFBenefitfor2Personf,AFDCTANFBenefitfor3personf,AFDCTANFbenefitfor4personf,FSSNAPBenefitfor1personfam,FSSNAPBenefitfor2personfam,FSSNAPBenefitfor3personfam,FSSNAPBenefitfor4personfam,AFDCTANF_FS2PersonBenefit,AFDCTANF_FS3PersonBenefit,AFDCTANF_FS4PersonBenefit,ChildonlyAFDCTANFcases,SSIFederal,SSIState,TotalSSI,SSI_FSBenefit,NumberofPoorthousands,PovertyRate,GovernorisDemocrat1Yes,NumberinLowerHouseDemocrat,NumberinLowerHouseRepublican,FractionofStateHousethatis,NumberinUpperHouseDemocrat,NumberinUpperHouseRepublican,FractionofStateSenatethatis,EITCPhaseInRateNoDependents,EITCPhaseInRate1Dependent,EITCPhaseInRate2Dependents,EITCPhaseInRate3Dependents,EITCMaximumCreditNoDependent,EITCMaximumCredit1Dependent,EITCMaximumCredit2Dependents,EITCMaximumCredit3Dependents,EITCPhaseOutRateNoDependent,EITCPhaseOutRate1Dependent,EITCPhaseOutRate2Dependents,EITCPhaseOutRate3Dependents,StateEITCRate,WisconsinEITCRate2Dependents,WisconsinEITCRate3Dependents,RefundableStateEITC1Yes,FederalMinimumWage,StateMinimumWage,SSIrecipients,SSIrecipientsAged,SSIrecipientsBlind,SSIrecipientsDisabled,Medicaidbeneficiaries,WICparticipation,NSLPFreeParticipation,NSLPReducedParticipation,NSLPTotalParticipation,SBPFreeParticipation,SBPReducedParticipation,SBPTotalParticipation,BW
MA,22,25,2017,6859789,3551388,138178,3.7,16.24365425109863,9.004275321960449,2.544183969497681,539973.4,7,.5,469500700,123422,127416,52189.25,765714,445591,531,633,731,194,357,511,649,888,1144,1366,13955,735,,,,724,10.6,0,125,35,.78125,34,6,.85,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,.23,,,1,7.25,11,186306,23926,2242,160138,1811368,112763.4167,330539.1677,16857.7207,529821.8866,178234.8688,4937.7275,204474.6494,
MI,23,26,2017,9973114,4658713,225387,4.6,20.17795562744141,11.95559120178223,4.18768310546875,501914.9,34,1.5,458247100,82444,34944,14454.41666666667,1375434,728586,403,492,597,194,357,511,649,760,1003,1246,8722,735,,,,1259,12.7,0,47,63,.4272727272727272,11,27,.2894736842105263,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,.06,,,1,7.25,8.9,274896,19434,1687,253775,2108819,224105.5833,505485.5888,56400.8166,801891.0464,311043.4088,23060.9952,402252.0676,
MN,24,27,2017,5566230,2953440,103918,3.4,16.88883972167969,9.32222843170166,3.358985424041748,353416.4,22,1.6,305921200,84797,44821,18886.83333333333,453564,222674,437,532,621,194,357,511,649,794,1043,1270,8920,735,,,,519,9.199999999999999,1,57,77,.4253731343283582,33,34,.4925373134328358,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,.35,,,1,7.25,9.5,93851,11097,743,82011,1141971,111121.1667,236004.0717,56662.4518,613845.8588,134520.9708,24011.4313,233297.8545,
MS,25,28,2017,2988510,1212553,65049,5.1,25.17732048034668,16.36689758300781,4.961663246154785,109431.1,21,2.8,109189500,46114,10486,5250,537370,244490,146,170,194,194,357,511,649,503,681,843,3069,735,,,,538,18.3,0,48,74,.3934426229508197,20,32,.3846153846153846,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,0,,,0,7.25,7.25,119584,8007,982,110595,711923,83857.25,294149.9222,21560.9689,371355.0282,179667.7153,8894.327600000001,203723.6006,
MO,26,29,2017,6106670,2948905,114569,3.7,21.30101776123047,12.79277229309082,2.989560842514038,305471.4,46,3.3,276887600,133489,30584,13337.75,758918,351513,234,292,342,194,357,511,649,591,803,991,5184,735,,,,666,11.1,0,46,117,.2822085889570552,9,25,.2647058823529412,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,0,,,0,7.25,7.7,137771,7012,930,129829,975247,119620.0833,335076.544,43843.012,586909.3851,206271.369,20077.2997,283779.336,
MT,27,30,2017,1052482,504871,20704,3.9,18.74569511413574,10.85735893249512,3.188997983932495,47946.9,7,3,48623300,155467,10138,4055.833333333333,120889,57589,467,588,709,194,357,511,649,824,1099,1351,1541,735,,,,101,9.699999999999999,1,41,59,.41,18,32,.36,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,0,,,0,7.25,8.15,18232,1376,130,16726,238672,17444.5833,44571.9698,5921.8171,82174.997,24550.6032,2067.5003,34182.4284,
NE,28,31,2017,1915947,982435,29542,2.9,22.53789520263672,13.20742797851563,5.7090744972229,120949.7,15,3.1,97032400,12072,13002,5294.416666666667,175849,78872,378,450,522,194,357,511,649,735,961,1171,2906,735,,,,194,10.4,0,,,,,,,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,.1,,,1,7.25,9,28249,2346,242,25661,229476,37440.3333,106247.757,22448.7986,242851.732,47464.0641,7771.6064,77355.7473,
NV,29,32,2017,2969905,1387628,73126,5,24.37717819213867,14.85587978363037,6.006359100341797,158502.8,31,4.4,141515900,41877,23929,9402.333333333334,440614,225337,318,383,448,194,357,511,649,675,894,1097,4493,735,,,,409,13.7,0,27,15,.6428571428571429,11,9,.55,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,0,,,0,7.25,8.25,55841,14016,742,41083,607542,66624.8333,163929.3149,20556.1086,224528.3471,107563.0024,10253.0483,139251.2286,
NH,30,33,2017,1348787,734205,20477,2.7,12.46425628662109,6.362464904785156,1.630688309669495,80838.39999999999,2,.8,79253400,22198,11454,4741.083333333333,92457,45859,812,1021,1230,194,357,511,649,1128,1428,1716,1486,735,,,,88,6.6,0,172,222,.4365482233502538,9,14,.391304347826087,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,0,,,0,7.25,7.25,19028,895,136,17997,191125,13063.9167,32070.8956,5306.8089,83276.0398,13938.919,1528.3462,21051.8998,
NJ,31,34,2017,8885525,4248743,205939,4.6,12.32596588134766,7.639208316802979,2.125950336456299,590696.6,40,2,577407800,423691,31367,13889.66666666667,817979,407230,322,424,488,194,357,511,649,679,935,1137,5729,735,,,,774,8.6,0,52,28,.65,24,16,.6,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,.35,,,1,7.25,8.44,181806,37068,817,143921,1701389,147937.0833,414895.9022,45997.0447,694110.5118,254904.6654,18098.2265,326873.5467,
NM,32,35,2017,2091784,880442,54817,5.9,25.0799503326416,15.37024402618408,4.671043872833252,94456.7,16,3.2,83141600,63283,28006,11054.58333333333,460534,217356,327,409,493,194,357,511,649,684,920,1142,5004,735,,,,380,18.6,0,38,32,.5428571428571428,26,16,.6190476190476191,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,.1,,,1,7.25,7.5,63667,8362,494,54811,896397,49974.99979999999,179108.8,7627.011,217323.6246,127258.8643,3911.9633,149960.0863,
NY,33,36,2017,19589572,9100976,448102,4.7,20.53462982177734,11.63748550415039,3.564642667770386,1608890.2,57,1.3,1289263200,1740325,349812,136272.5,2910894,1610723,574,789,951,194,357,511,649,931,1266,1520,45643,735,,,,2641,13.4,1,106,43,.7114093959731543,32,31,.5079365079365079,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,.3,,,1,7.25,9.699999999999999,638132,118529,3018,516585,6118975,435382,1203347.9624,80245.2126,1663295.9367,638289.7359,29410.7169,759449.7182999999,
NC,34,37,2017,10268233,4715754,220494,4.5,24.5330638885498,15.68802642822266,5.389224529266357,541040.7,66,2.8,455997100,124757,100240,16859.41666666667,1453826.8333,731363.5833000001,236,272,297,194,357,511,649,593,783,946,13859,735,,,,1494,14.5,1,46,74,.3833333333333334,15,35,.3,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,0,,,0,7.25,7.25,232314,17749,1877,212688,2087218,230660.25,644770.8282,44934.5636,866758.8398,381361.9747,21585.1205,464599.4247,
ND,35,38,2017,754942,398823,10929,2.7,15.9676685333252,10.88185501098633,4.222342967987061,52607.1,6,3.5,39812900,128403,2692,1097.416666666667,53748,25240,385,486,583,194,357,511,649,742,997,1232,654,735,,,,84,11.3,0,13,81,.1382978723404255,9,38,.1914893617021277,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,0,,,0,7.25,7.25,8452,691,70,7691,92595,12728.8333,27912.9622,5928.695,91949.6584,14460.3208,2279.6183,26520.1966,
OH,36,39,2017,11659650,5491543,287186,5,22.20731735229492,13.41120624542236,5.5950608253479,642351.4,70,2.6,546006000,743628,143157,67595.08333333333,1501795,746747,387,474,584,194,357,511,649,744,985,1233,44912,735,,,,1458,12.7,0,33,66,.3333333333333333,9,24,.2727272727272727,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,.1,,,0,7.25,8.15,310312,16295,2019,291998,3080775,221746,612120.9902,58946.713,994188.781,355567.4576,21128.1878,449464.8208,
OK,37,40,2017,3931316,1758210,77515,4.2,24.49590873718262,14.14902400970459,4.923530578613281,185485.6,42,4.3,172169500,109787,15368,6895.166666666667,603896,273898,225,292,361,194,357,511,649,582,803,1010,4730,735,,,,482,12.6,0,26,75,.2574257425742574,6,42,.125,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,.05,,,0,7.25,7.25,96794,6092,675,90027,669148,105845.75,295051.835,34303.9966,442532.3025,176478.8124,15908.5241,231273.283,
OR,38,41,2017,4143625,2002804,85976,4.1,17.66414451599121,10.63908672332764,3.279750823974609,227042.2,18,2,202051500,328569,137959,45903,680671,388364,432,506,621,194,357,511,649,789,1017,1270,6707,735,,,,430,10.2,1,35,25,.5833333333333334,17,13,.5666666666666667,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,.08,,,1,7.25,9.75,88601,9628,641,78332,1009254,89534.1667,200809.8327,20566.9276,297119.9808,109570.6382,9369.6782,144675.6562,
PA,39,42,2017,12787641,6112981,313066,4.9,23.09375762939453,11.65451622009277,3.865215301513672,745140.8,68,2.5,681658500,355506,130386,52458.91666666666,1842945,951411,316,403,497,194,357,511,649,673,914,1146,18553,735,,,,1411,11.2,1,82,121,.4039408866995074,16,34,.32,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,0,,,0,7.25,7.25,360941,24370,2045,334526,2848611,226059.8333,645865.7112,37982.7883,1021156.4186,332647.6595,10651.4813,394361.8602,
RI,40,44,2017,1055673,528746,24376,4.4,15.26149559020996,10.39677143096924,2.77792763710022,58117.2,3,1.3,55574700,16352,11000,4618.916666666667,167431,100158,449,554,634,194,357,511,649,806,1065,1283,1142,735,,,,127,12.2,1,64,10,.8648648648648649,33,5,.868421052631579,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,.15,,,1,7.25,9.6,33121,3381,160,29580,313477,19500.5833,48673.5031,5381.8249,77398.5377,26609.4784,1956.2408,34463.5023,
SC,41,45,2017,5021268,2212845,98921,4.3,19.05426597595215,10.48828029632568,2.523794651031494,223414,36,3.1,212034100,136165,19186,8818.5,719977,337213,224,283,341,194,357,511,649,581,794,990,5742,735,,,,773,15.6,0,44,80,.3548387096774194,18,28,.391304347826087,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,0,,,0,7.25,7.25,116611,7927,1272,107412,1245292,99331.6667,349586.0998,21887.2728,472538.1757,221445.6836,9964.435799999999,267280.2349,
SD,42,46,2017,872868,441604,14636,3.2,23.62150573730469,14.57758522033691,5.060110092163086,50342.9,6,3,43457300,9909,6032,3039.666666666667,93259,41316,550,615,680,194,357,511,649,907,1126,1329,2512,735,,,,91,10.4,0,10,60,.1428571428571428,6,29,.1714285714285714,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,0,,,0,7.25,8.65,14887,1470,139,13278,106612,18366.5834,43679.1973,8014.6774,107122.8575,21855.4988,2023.1492,29567.3019,
TN,43,47,2017,6708799,3065279,119962,3.8,21.84242630004883,11.81062030792236,4.995285987854004,346283,40,2.5,303460700,111570,59154,26621.5,1047058,512909,142,185,226,194,357,511,649,499,696,875,14559,735,,,,769,11.5,0,25,73,.2551020408163265,5,28,.1515151515151515,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,0,,,0,7.25,7.25,179081,11222,1489,166370,1555500,136302.8333,491597.8176,27575.8789,656161.213,323921.7382,13423.6407,390008.2704,
TX,44,48,2017,28295273,12989682,585113,4.3,25.55162811279297,15.37476921081543,4.840611457824707,1665428,462,6,1369329500,816568,62460,28475.5,3921278,1646209,248,286,344,194,357,511,649,605,797,993,20730,735,,,,3768,13.4,0,55,95,.3666666666666666,11,20,.3548387096774194,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,0,,,0,7.25,7.25,657812,105446,6888,545478,4305931,821873.25,2409369.1498,209562.062,3348977.3463,1538037.1909,102005.7452,1909051.0608,
UT,45,49,2017,3101042,1496465,50522,3.3,20.19106483459473,9.960351943969727,3.014189004898071,167613.4,38,4,136996800,233020,9710,3899.083333333333,206299,82772,399,498,583,194,357,511,649,756,1009,1232,1938,735,,,,269,8.6,0,13,62,.1733333333333333,5,24,.1724137931034483,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,0,,,0,7.25,7.25,31720,2867,242,28611,302218,53747.8333,138235.1583,33031.7591,335492.5087,59064.9879,8665.0967,87312.35769999999,
VT,46,50,2017,624344,335571,10163,2.9,16.31303024291992,9.613028526306152,3.391684532165527,32040.7,1,.8,32276900,8948,8075,3453.25,76558,42087,535,640,726,194,357,511,649,892,1151,1363,1397,735,,,,63,10.2,0,83,53,.6102941176470589,23,7,.7666666666666667,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,.32,,,1,7.25,10,15435,942,83,14410,184109,11557.8333,23788.7557,3865.7027,47100.5634,16235.2924,2162.8886,24708.9776,
VA,47,51,2017,8463587,4151746,159430,3.7,18.46268844604492,10.88219165802002,2.983718633651733,511876.3,51,2.6,470835700,163610,37962,19209.58333333333,775548,367231,347,419,486,194,357,511,649,704,930,1135,7597,735,,,,847,10.3,1,34,66,.34,19,21,.475,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,.2,,,0,7.25,7.25,157590,18010,1159,138421,1025032,122184.9167,384709.6262,57297.682,694964.4013,237411.5583,26023.7221,329201.726,
WA,48,53,2017,7423362,3551136,174984,4.7,21.18647384643555,12.63358592987061,3.328311443328857,527707.5,17,1,433795800,2238076,91640,39692.08333333334,929486,520498,420,521,613,194,357,511,649,777,1032,1262,13546,735,,,,736,9.9,1,50,48,.5102040816326531,25,24,.5102040816326531,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,0,,,0,7.25,11,150356,17592,914,131850,1834491,157453.4167,313849.5418,49802.169,523209.2772,146435.326,19683.9885,195540.6928,
WV,49,54,2017,1817004,738468,40507,5.2,26.67215156555176,15.89841556549072,5.359620094299316,72853.10000000001,5,1.3,70729900,138980,14378,7133.916666666667,340308,171913,301,340,384,194,357,511,649,658,851,1033,5016,735,,,,311,17.3,0,36,63,.3636363636363636,12,22,.3529411764705883,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,0,,,0,7.25,8.75,73901,2376,462,71063,552510,38314.75,136792.8094,4496.6232,191543.8092,117473.6128,3096.8199,155963.5623,
WI,50,55,2017,5790186,3030655,102750,3.3,18.83088111877441,11.11749839782715,4.255527019500732,320610,28,2.1,285249900,51391,36198,16743.83333333333,691635,343582,608,608,608,194,357,511,649,965,1119,1257,11114,735,,,,551,9.5,0,35,64,.3535353535353535,13,20,.3939393939393939,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,.04,.11,.34,1,7.25,7.25,118089,6778,894,110417,1185637,95958.1667,261984.6452,29598.8982,510632.9857,141011.2135,10085.0897,190113.8679,
WY,51,56,2017,578931,280886,12186,4.2,19.77701187133789,13.06390953063965,4.235692024230957,37271.2,8,5.4,32723600,177602,1250,528.6666666666666,32839,14102,621,660,660,194,357,511,649,978,1171,1309,256,735,,,,70,12.4,0,9,51,.15,3,27,.1,.0765,.34,.4,.45,510,3400,5616,6318,.0765,.1598,.2106,.2106,0,,,0,7.25,5.15,6795,324,40,6431,61529,10158.5834,20499.9068,6051.6784,49904.5907,9767.495999999999,1947.6919,15706.7002,
AL,1,1,2018,4887681,2130845,85782,3.9,24.64194679260254,15.98542594909668,6.83582878112793,221030.7,25,2.2,208752700,98086,19008,8505,766681,360067,190,215,245,192,352,504,640,542,719,885,5006,750,,,,779,16,0,32,70,.3137254901960784,7,26,.2121212121212121,.0765,.34,.4,.45,519,3461,5716,6431,.0765,.1598,.2106,.2106,0,,,0,7.25,7.25,161587,8088,903,152596,1021657,120604.75,353765.813,27584.2134,499631.3077,216527.6878,11445.5168,267372.0484,
AK,2,2,2018,735139,329901,22761,6.5,19.23321914672852,12.74586009979248,5.614446640014648,54292.9,6,3.4,44369600,19783,7644,2823,91995,40516,821,923,1025,230,422,604,767,1243,1527,1792,822,750,,,,94,13.1,0,17,21,.4473684210526316,6,14,.3,.0765,.34,.4,.45,519,3461,5716,6431,.0765,.1598,.2106,.2106,0,,,0,7.25,9.84,12528,1752,88,10688,198729,17092.4167,39080.5857,2827.5281,53653.482,22097.8484,1050.3676,27000.5993,
AZ,3,4,2018,7158024,3260518,162065,4.7,18.83780670166016,11.21665954589844,4.601537704467773,350718.3,79,4.6,319226300,97028,15441,7533,845733,387657,220,278,335,192,352,504,640,572,782,975,4716,750,,,,929,12.8,0,25,35,.4166666666666667,13,17,.4333333333333333,.0765,.34,.4,.45,519,3461,5716,6431,.0765,.1598,.2106,.2106,0,,,0,7.25,10.5,118534,17393,1143,99998,1864623,149513.3334,439294.7631,47882.3065,627715.5699,248412.4996,20552.4337,313831.4755,
AR,4,5,2018,3009733,1303995,49310,3.6,24.89687538146973,12.96042537689209,5.70109224319458,127761.3,16,2.2,130397500,53623,6437,2995,372451,164761,162,204,247,192,352,504,640,514,708,887,1414,750,,,,462,15.9,0,24,75,.2424242424242424,9,23,.28125,.0765,.34,.4,.45,519,3461,5716,6431,.0765,.1598,.2106,.2106,0,,,0,7.25,8.5,105231,4858,681,99692,917921,73606.75,211102.0104,28846.9979,310996.6439,141815.823,16201.7023,189763.5143,
CA,5,6,2018,39461588,18460725,820096,4.3,18.51976776123047,10.27717304229736,2.786710977554321,2975083,146,1.6,2514503400,1679925,1377990,428843,3949535,1946003,645,799,949,192,352,504,640,997,1272,1516,137827,750,,,,4664,11.9,1,52,25,.6753246753246753,27,13,.675,.0765,.34,.4,.45,519,3461,5716,6431,.0765,.1598,.2106,.2106,.85,,,1,7.25,11,1239522,355577,17277,866668,12874106,1009491.8333,2288279.1214,299874.7673,3177215.7497,1313243.7658,145601.9686,1706654.2011,
CO,6,8,2018,5691287,2983498,97163,3.2,15.79381084442139,9.47127628326416,4.335433006286621,372452.9,28,2.2,335195800,453506,37483,14843,449824,221726,364,462,561,192,352,504,640,716,966,1201,5439,750,,,,521,9.1,1,36,29,.5538461538461539,16,18,.4705882352941176,.0765,.34,.4,.45,519,3461,5716,6431,.0765,.1598,.2106,.2106,.1,,,1,7.25,10.2,72990,10712,553,61725,1296301,85258.25,196716.3014,38964.526,367376.0039,120715.5416,19775.5307,179740.2613,
CT,7,9,2018,3571520,1821891,78773,4.1,18.38655090332031,13.17121982574463,4.216136455535889,279782.3,8,1.1,267346200,66524,23554,10109,387329,223244,487,597,701,192,352,504,640,839,1101,1341,6658,750,,,,348,10.2,1,80,71,.5298013245033113,18,18,.5,.0765,.34,.4,.45,519,3461,5716,6431,.0765,.1598,.2106,.2106,.23,,,1,7.25,10.1,66432,7251,459,58722,927265,47297.1667,165980.0325,14360.6251,278107.755,88647.432,3859.8416,107818.0511,
DE,8,10,2018,965479,463542,18231,3.8,15.71136856079102,9.382896423339844,3.327018022537231,74186.7,4,2.1,51103100,19853,10464,3776,140298,68554,270,338,407,192,352,504,640,622,842,1047,2785,750,,,,72,7.4,1,25,16,.6097560975609756,11,10,.5238095238095238,.0765,.34,.4,.45,519,3461,5716,6431,.0765,.1598,.2106,.2106,.2,,,0,7.25,8.25,17026,1287,96,15643,209755,16796.8333,63730.0444,2757.1165,97980.4627,40433.1426,1164.6289,52918.974,
DC,9,11,2018,701547,381703,23036,5.7,17.7227783203125,11.5630054473877,3.935078144073486,138773.5,1,1.1,56995800,27863,13225,4965,112282,68855,450,575,703,192,352,504,640,802,1079,1343,1788,750,,,,102,14.7,.,,,,12,0,1,.0765,.34,.4,.45,519,3461,5716,6431,.0765,.1598,.2106,.2106,.4,,,1,7.25,13.25,25816,2107,140,23569,259746,12465.9167,46603.6419,695.0821,56104.279,31844.4185,308.0684,37501.4983,
FL,10,12,2018,21244317,9808656,364881,3.6,18.8802547454834,11.31083297729492,4.445476055145264,1050298.4,174,3.9,1082702200,327198,67602,42510,3347518,1747853,241,303,364,192,352,504,640,593,807,1004,36518,750,,,,2883,13.7,0,40,75,.3478260869565217,16,23,.4102564102564102,.0765,.34,.4,.45,519,3461,5716,6431,.0765,.1598,.2106,.2106,0,,,0,7.25,8.25,576287,144299,3532,428456,3852558,450623.6667,1476493.553,52920.3696,1752674.3378,754472.2249,23662.4615,866111.1111,
GA,11,13,2018,10511131,4880038,200434,3.9,17.46642684936523,8.563801765441895,2.836159706115723,602023.9,130,5,493575900,177889,21151,10971,1556452,721491,235,280,330,192,352,504,640,587,784,970,8841,750,,,,1548,14.8,0,64,116,.3555555555555556,19,37,.3392857142857143,.0765,.34,.4,.45,519,3461,5716,6431,.0765,.1598,.2106,.2106,0,,,0,7.25,5.15,259357,25515,2141,231701,1957737,217695.0833,850543.9172,67200.8676,1190337.6483,520696.4072,33243.2492,646451.8758,
HI,12,15,2018,1420593,658256,16928,2.5,16.21609115600586,8.831822395324707,3.405878067016602,93100.5,4,1.1,78436100,32434,12562,4593,163618,83819,485,610,735,358,657,941,1195,1142,1551,1930,1135,750,,,,128,9.199999999999999,1,46,5,.9019607843137255,25,0,1,.0765,.34,.4,.45,519,3461,5716,6431,.0765,.1598,.2106,.2106,.2,,,0,7.25,10.1,23157,5457,173,17527,324002,26114.5,56327.391,9249.884099999999,102751.4084,23360.5502,2544.6755,32405.0102,
ID,13,16,2018,1750536,832286,24921,2.9,17.25803375244141,9.199894905090332,2.826383352279663,79090.8,14,3,77992600,180874,2941,2008,157858,70062,309,309,309,192,352,504,640,661,813,949,1939,750,,,,202,11.5,0,11,59,.1571428571428571,6,29,.1714285714285714,.0765,.34,.4,.45,519,3461,5716,6431,.0765,.1598,.2106,.2106,0,,,0,7.25,7.25,30870,1784,249,28837,296090,33716.5833,80362.6036,15431.3189,151936.7134,47904.6488,6644.5066,75064.4852,
IL,14,17,2018,12723071,6184805,279152,4.3,17.3569278717041,8.906060218811035,2.850730657577515,863039.5,48,1.6,727064100,189341,23285,11658,1826011,920271,318,432,474,192,352,504,640,670,936,1114,9469,750,,,,1292,10.3,0,67,51,.5677966101694916,37,22,.6271186440677966,.0765,.34,.4,.45,519,3461,5716,6431,.0765,.1598,.2106,.2106,.18,,,1,7.25,8.25,267091,30929,2451,233711,2827783,199360.25,797490.8612,27164.9534,1044212.9929,403507.6288,7131.1985,439344.4804,
IN,15,18,2018,6695497,3263751,117858,3.5,21.75450134277344,16.52996444702148,3.46320915222168,368424.5,56,3.5,316836500,56811,12926,6481,617032,275368,229,288,346,192,352,504,640,581,792,986,4915,750,,,,761,11.6,0,30,70,.3,9,41,.18,.0765,.34,.4,.45,519,3461,5716,6431,.0765,.1598,.2106,.2106,.09,,,1,7.25,7.25,127356,5835,917,120604,1310854,143730.4167,398454.0598,58342.4567,734632.8659,213670.4144,20738.7943,283659.2353,
IA,16,19,2018,3148618,1646708,44252,2.6,11.12096500396729,6.631043434143066,1.754638910293579,190147,10,1.4,157980900,14642,25066,10344,345406,165116,361,426,495,192,352,504,640,713,930,1135,4794,750,,,,277,8.9,0,41,59,.41,20,29,.4081632653061225,.0765,.34,.4,.45,519,3461,5716,6431,.0765,.1598,.2106,.2106,.15,,,1,7.25,7.25,51105,3187,657,47261,602532,60249.25,160523.886,24344.0756,373033.4412,73892.2439,6650.7864,102432.5782,
KS,17,20,2018,2911359,1429229,48618,3.3,20.24153518676758,12.79301643371582,4.467961311340332,171718.8,22,3,149239000,21759,4317,4317,217420,101446,352,429,497,192,352,504,640,704,933,1137,2486,750,,,,212,7.5,0,40,85,.32,9,31,.225,.0765,.34,.4,.45,519,3461,5716,6431,.0765,.1598,.2106,.2106,.17,,,1,7.25,7.25,47705,2929,393,44383,363414,50680.6667,159562.6074,34019.0196,333287.1869,84900.9924,12020.0178,118836.6295,
KY,18,21,2018,4461153,1968611,89180,4.3,25.63093566894531,16.05722618103027,5.26929759979248,207849.4,23,2.2,188876800,243662,38606,19722,615305,285763,225,262,325,192,352,504,640,577,766,965,14666,750,,,,696,15.7,0,37,63,.37,11,27,.2894736842105263,.0765,.34,.4,.45,519,3461,5716,6431,.0765,.1598,.2106,.2106,0,,,0,7.25,7.25,174203,9250,1067,163886,1328039,101743,424123.634,7282.9833,515845.4992,281800.4863,3132.629,317906.3886,
LA,19,22,2018,4659690,2001995,102502,4.9,23.26351165771484,14.55881309509277,6.318917751312256,253236.1,21,1.8,215308700,131799,14153,5687,867342,403388,188,240,284,192,352,504,640,540,744,924,3165,750,,,,858,19,1,41,61,.4019607843137255,14,25,.358974358974359,.0765,.34,.4,.45,519,3461,5716,6431,.0765,.1598,.2106,.2106,.035,,,1,7.25,7.25,175215,11222,1390,162603,1638252,112362.25,446776.1817,12879.1298,548081.5055,264484.1873,4714.4166,290706.8201,
ME,20,23,2018,1339057,673150,22529,3.2,22.70918464660645,13.94904136657715,5.391928195953369,64557,6,2.4,65335200,27916,58959,17867,167858,89089,435,582,733,192,352,504,640,787,1086,1365,1678,750,,,,153,11.6,0,74,70,.5138888888888888,17,18,.4857142857142857,.0765,.34,.4,.45,519,3461,5716,6431,.0765,.1598,.2106,.2106,.05,,,1,7.25,10,36875,1740,212,34923,255517,18320,52280.0796,7202.9507,96194.7741,32867.4323,3978.3686,50399.6164,
MD,21,24,2018,6035802,3094569,127034,3.9,17.13436126708984,9.894957542419434,2.916915416717529,411619.1,22,1.6,378491500,274317,44145,17848,646483,343933,536,677,811,192,352,504,640,888,1181,1419,6671,750,,,,480,8,0,91,50,.6453900709219859,32,14,.6956521739130435,.0765,.34,.4,.45,519,3461,5716,6431,.0765,.1598,.2106,.2106,.28,,,1,7.25,10.1,120976,15344,768,104864,1218122,128541.8333,279615.4796,34043.5537,443313.1967,174167.6411,20413.5357,265042.6705,
MA,22,25,2018,6882635,3658286,127203,3.4,13.36568737030029,6.96339750289917,2.710747241973877,570464.2,8,.6,494177300,125326,126184,51052,770566,451072,531,633,731,192,352,504,640,883,1137,1363,13135,750,,,,601,8.699999999999999,0,121,34,.7806451612903226,32,7,.8205128205128205,.0765,.34,.4,.45,519,3461,5716,6431,.0765,.1598,.2106,.2106,.23,,,1,7.25,11,183889,24530,2178,157181,1807979,108592.9167,322217.5049,23860.9535,527936.8333000001,180517.911,5973.2075,210410.8834,
